"display";"code";"request_result";"examination_result";"scale";"unit_measure";"method";"specimen"
Gamma glutamyl transferase [Enzymatic activity/volume] in Serum or Plasma;"2324-2";Permintaan & Hasil;Quantitative;Qn;U/L;;Serum
Gamma glutamyl transferase [Enzymatic activity/volume] in Serum or Plasma;"2324-2";Permintaan & Hasil;Quantitative;Qn;U/L;;Serum
Erythromycin [Susceptibility] by Minimum inhibitory concentration (MIC);"233-7";Hasil;OrdQn;OrdQn;;MIC;Isolat
Body height;"2338315";Permintaan & Hasil;Quantitative;Qn;"[in_us];cm;m";;Pasien
Glucose [Mass/volume] in Blood by Automated test strip;"2340-8";Permintaan & Hasil;Quantitative;Qn;mg/dL;Test strip.automated;Serum 
Glucose [Mass/volume] in Cerebral spinal fluid;"2342-4";Permintaan & Hasil;Quantitative;Qn;mg/dL;;Cairan otak
Glucose [Mass/volume] in Body fluid;"2344-0";Permintaan & Hasil;Quantitative;Qn;mg/dL;;Cairan tubuh
Glucose [Mass/volume] in Body fluid;"2344-0";Permintaan & Hasil;Quantitative;Qn;mg/dL;;Cairan tubuh
Erythromycin [Susceptibility] by Disk diffusion (KB);"234-5";Hasil;OrdQn;OrdQn;;Agar diffusion;Isolat
Glucose [Mass/volume] in Serum or Plasma;"2345-7";Permintaan & Hasil;Quantitative;Qn;mg/dL;;Serum
Glucose [Mass/volume] in Serum or Plasma;"2345-7";Permintaan & Hasil;Quantitative;Qn;mg/dL;;Serum
Glucose [Mass/volume] in Serum or Plasma;"2345-7";Permintaan & Hasil;Quantitative;Qn;mg/dL;;Serum
Glucose [Mass/volume] in Serum or Plasma;"2345-7";Permintaan & Hasil;Quantitative;Qn;mg/dL;;Serum
Glucose [Mass/volume] in Serum or Plasma;"2345-7";Permintaan & Hasil;Quantitative;Qn;mg/dL;;Serum
Glucose [Mass/volume] in Serum or Plasma;"2345-7";Permintaan & Hasil;Quantitative;Qn;mg/dL;;Serum
Glucose [Mass/volume] in Serum or Plasma;"2345-7";Permintaan & Hasil;Quantitative;Qn;mg/dL;;Serum
Glucose [Mass/volume] in Serum or Plasma;"2345-7";Permintaan & Hasil;Quantitative;Qn;mg/dL;;Serum
Glucose [Mass/volume] in Pleural fluid;"2346-5";Permintaan & Hasil;Quantitative;Qn;mg/dL;;Cairan pleura
Glucose [Mass/volume] in Peritoneal fluid;"2347-3";Permintaan & Hasil;Quantitative;Qn;mg/dL;;Cairan peritoneal
Glucose [Mass/volume] in Synovial fluid;"2348-1";Permintaan & Hasil;Quantitative;Qn;mg/dL;;Cairan sendi
Glucose [Presence] in Urine;"2349-9";Permintaan & Hasil;Ordinal;Ord;;;Urine
Glucose [Presence] in Urine;"2349-9";Permintaan & Hasil;Ordinal;Ord;;;Urine
Glucose [Mass/volume] in Urine;"2350-7";Permintaan & Hasil;Quantitative;Qn;mg/dL;;Urine
Glucose [Mass/time] in 24 hour Urine;"2351-5";Permintaan & Hasil;Quantitative;Qn;g/(24.h);;Urine
Tuberculosis reaction wheal [Diameter] --2 days post dose mammalian tuberculin intradermal;"23537-4";Hasil;Quantitative;Qn;mm;;Kulit
Tuberculosis reaction wheal [Diameter] --3 days post dose mammalian tuberculin intradermal;"23539-0";Hasil;Quantitative;Qn;mm;;Kulit
Cefdinir [Susceptibility] by Minimum inhibitory concentration (MIC);"23637-2";Hasil;OrdQn;OrdQn;;MIC;Isolat
Quinupristin+Dalfopristin [Susceptibility] by Minimum inhibitory concentration (MIC);"23641-4";Hasil;OrdQn;OrdQn;;MIC;Isolat
Glutamate dehydrogenase [Enzymatic activity/volume] in Serum or Plasma;"2367-1";Permintaan & Hasil;Quantitative;Qn;U/L;;Serum
Neutrophils/100 leukocytes in Blood by Manual count;"23761-0";Hasil;Quantitative;Qn;%;Manual count;Darah
Dengue virus IgG Ab [Units/volume] in Serum;"23958-2";Permintaan & Hasil;Quantitative;Qn;[arb'U]/mL;;Serum
Dengue virus IgG Ab [Units/volume] in Serum;"23958-2";Permintaan & Hasil;Quantitative;Qn;[arb'U]/mL;;Serum
Dengue virus IgM Ab [Units/volume] in Serum;"23968-1";Permintaan & Hasil;Quantitative;Qn;[arb'U]/mL;;Serum
Dengue virus IgM Ab [Units/volume] in Serum;"23968-1";Permintaan & Hasil;Quantitative;Qn;[arb'U]/mL;;Serum
Dengue virus IgG Ab [Units/volume] in Serum by Immunoassay;"23991-3";Permintaan & Hasil;Quantitative;Qn;[arb'U]/mL;IA;Serum
Dengue virus IgG Ab [Units/volume] in Serum by Immunoassay;"23991-3";Permintaan & Hasil;Quantitative;Qn;[arb'U]/mL;IA;Serum
Dengue virus IgG Ab [Units/volume] in Serum by Immunoassay;"23991-3";Permintaan & Hasil;Quantitative;Qn;[arb'U]/mL;IA;Serum
Dengue virus IgM Ab [Units/volume] in Serum by Immunoassay;"23992-1";Permintaan & Hasil;Quantitative;Qn;[arb'U]/mL;IA;Serum
Dengue virus IgM Ab [Units/volume] in Serum by Immunoassay;"23992-1";Permintaan & Hasil;Quantitative;Qn;[arb'U]/mL;IA;Serum
Dengue virus IgM Ab [Units/volume] in Serum by Immunoassay;"23992-1";Permintaan & Hasil;Quantitative;Qn;[arb'U]/mL;IA;Serum
Epstein Barr virus early IgG Ab [Units/volume] in Serum;"24007-7";Permintaan & Hasil;Quantitative;Qn;[arb'U]/mL;;Serum
Fungus identified in Bronchial specimen by Culture;"24009-3";Permintaan & Hasil;Nominal;Nom;;Culture;Bronkus
Cancer Ag 19-9 [Units/volume] in Serum or Plasma;"24108-3";Permintaan & Hasil;Quantitative;Qn;"[arb'U];[arb'U]/mL";;Serum
Hepatitis B virus core IgM Ab [Presence] in Serum or Plasma by Immunoassay;"24113-3";Permintaan & Hasil;Ordinal;Ord;;IA;Serum
Epstein Barr virus capsid IgG Ab [Presence] in Serum by Immunoassay;"24114-1";Permintaan & Hasil;Ordinal;Ord;;IA;Serum
Epstein Barr virus capsid IgM Ab [Presence] in Serum by Immunoassay;"24115-8";Permintaan & Hasil;Ordinal;Ord;;IA;Serum
Leukocytes [#/volume] in Urine by Manual count;"24122-4";Hasil;Quantitative;Qn;/uL;Manual count;Urine
Casts [Presence] in Urine sediment by Light microscopy;"24124-0";Hasil;Ordinal;Ord;;Microscopy.light;Urine
Androgen free Index in Serum or Plasma;"24125-7";Hasil;Quantitative;Qn;%;;Serum
Electrolytes 3 panel - Urine;"24329-5";Permintaan;Quantitative;Qn;;;Urine
Gas panel - Arterial blood;"24336-0";Permintaan;Quantitative;Qn;;;Darah arteri
Protein electrophoresis panel - Serum or Plasma;"24351-9";Permintaan;Quantitative;Qn;;;Serum
Urinalysis complete panel - Urine;"24356-8";Permintaan;;-;;;Urine
Platelet Ab [Presence] in Serum;"24375-8";Permintaan & Hasil;Ordinal ;Ord;;;Serum 
Magnesium [Mass/time] in 24 hour Urine;"24447-5";Permintaan & Hasil;Quantitative;Qn;mg/(24.h);;Urine 24 Jam
Magnesium [Mass/time] in 24 hour Urine;"24447-5";Permintaan & Hasil;Quantitative;Qn;mg/(24.h);;Urine 24 Jam
Magnesium [Mass/time] in 24 hour Urine;"24447-5";Permintaan & Hasil;Quantitative;Qn;mg/(24.h);;Urine 24 Jam
CD3+CD4+ (T4 helper) cells [#/volume] in Blood;"24467-3";Permintaan & Hasil;Quantitative;Qn;/uL;;Darah
CD3+CD4+ (T4 helper) cells [#/volume] in Blood;"24467-3";Permintaan & Hasil;Quantitative;Qn;/uL;;Darah
CD3+CD4+ (T4 helper) cells [#/volume] in Blood;"24467-3";Permintaan & Hasil;Quantitative;Qn;/uL;;Darah
CD3+CD4+ (T4 helper) cells [#/volume] in Blood;"24467-3";Permintaan & Hasil;Quantitative;Qn;/uL;;Darah
Triglyceride [Mass/volume] in Serum or Plasma;"245292";Permintaan & Hasil;Quantitative;Qn;mg/dL;;Serum/Plasma 
IgA [Mass/volume] in Serum or Plasma;"2458-8";Permintaan & Hasil;Quantitative;Qn;mg/dL;;Serum
IgA [Mass/volume] in Serum or Plasma;"2458-8";Permintaan & Hasil;Quantitative;Qn;mg/dL;;Serum
IgA [Mass/volume] in Serum or Plasma;"2458-8";Permintaan & Hasil;Quantitative;Qn;mg/dL;;Serum
IgA [Mass/volume] in Serum or Plasma;"2458-8";Permintaan & Hasil;Quantitative;Qn;mg/dL;;Serum
IgG [Mass/volume] in Serum or Plasma;"2465-3";Permintaan & Hasil;Quantitative;Qn;mg/dL;;Serum
IgG [Mass/volume] in Serum or Plasma;"2465-3";Permintaan & Hasil;Quantitative;Qn;mg/dL;;Serum
IgG [Mass/volume] in Serum or Plasma;"2465-3";Permintaan & Hasil;Quantitative;Qn;mg/dL;;Serum
IgG [Mass/volume] in Serum or Plasma;"2465-3";Permintaan & Hasil;Quantitative;Qn;mg/dL;;Serum
IgM [Mass/volume] in Serum or Plasma;"2472-9";Permintaan & Hasil;Quantitative;Qn;mg/dL;;Serum
IgM [Mass/volume] in Serum or Plasma;"2472-9";Permintaan & Hasil;Quantitative;Qn;mg/dL;;Serum
IgM [Mass/volume] in Serum or Plasma;"2472-9";Permintaan & Hasil;Quantitative;Qn;mg/dL;;Serum
IgM [Mass/volume] in Serum or Plasma;"2472-9";Permintaan & Hasil;Quantitative;Qn;mg/dL;;Serum
Indicans [Presence] in Urine;"2474-5";Permintaan & Hasil;Ordinal;Ord;;;Urine
Insulin-like growth factor-I [Mass/volume] in Serum or Plasma;"2484-4";Permintaan & Hasil;Quantitative;Qn;ng/mL;;Serum
Insulin-like growth factor-I [Mass/volume] in Serum or Plasma;"2484-4";Permintaan & Hasil;Quantitative;Qn;ng/mL;;Serum
Insulin-like growth factor-I [Mass/volume] in Serum or Plasma;"2484-4";Permintaan & Hasil;Quantitative;Qn;ng/mL;;Serum
Insulin-like growth factor-I [Mass/volume] in Serum or Plasma;"2484-4";Permintaan & Hasil;Quantitative;Qn;ng/mL;;Serum
Insulin-like growth factor-I [Mass/volume] in Serum or Plasma;"2484-4";Permintaan & Hasil;Quantitative;Qn;ng/mL;;Serum
Iodine [Mass/volume] in Serum or Plasma;"2494-3";Permintaan & Hasil;Quantitative;Qn;ug/mL;;Serum/Plasma
Iodine [Mass/volume] in Urine;"2495-0";Permintaan & Hasil;Quantitative;Qn;ug/mL;;Urine
Iron [Mass/volume] in Serum or Plasma;"2498-4";Permintaan & Hasil;Quantitative;Qn;ug/dL;;Serum
Iron [Mass/volume] in Serum or Plasma;"2498-4";Permintaan & Hasil;Quantitative;Qn;ug/dL;;Serum
Iron [Mass/volume] in Serum or Plasma;"2498-4";Permintaan & Hasil;Quantitative;Qn;ug/dL;;Serum
Iron [Mass/volume] in Serum or Plasma;"2498-4";Permintaan & Hasil;Quantitative;Qn;ug/dL;;Serum
Iron binding capacity [Mass/volume] in Serum or Plasma;"2500-7";Permintaan & Hasil;Quantitative;Qn;ug/dL;;Serum
Iron binding capacity [Mass/volume] in Serum or Plasma;"2500-7";Permintaan & Hasil;Quantitative;Qn;ug/dL;;Serum
Iron binding capacity.unsaturated [Mass/volume] in Serum or Plasma;"2501-5";Permintaan & Hasil;Quantitative;Qn;ug/dL;;Serum
Iron binding capacity.unsaturated [Mass/volume] in Serum or Plasma;"2501-5";Permintaan & Hasil;Quantitative;Qn;ug/dL;;Serum
Iron saturation [Mass Fraction] in Serum or Plasma;"2502-3";Permintaan & Hasil;Quantitative;Qn;%;;Serum
Bacteria [Presence] in Urine sediment by Light microscopy;"25145-4";Hasil;Ordinal;Ord;;Microscopy.light;Urine
Ketones [Presence] in Urine by Test strip;"2514-8";Permintaan & Hasil;Ordinal;Ord;;Test strip;Urine
Oval fat bodies (globules) [Presence] in Urine sediment by Light microscopy;"25158-7";Hasil;Ordinal;Ord;;Microscopy.light;Urine
Kanamycin 30 ug/mL [Susceptibility] by Method for Slow-growing mycobacteria;"25214-8";Hasil;OrdQn;OrdQn;;Method for Slow-growing mycobacteria;Isolat
Isoniazid 0.1 ug/mL [Susceptibility] by Method for Slow-growing mycobacteria;"25217-1";Hasil;OrdQn;OrdQn;;Method for Slow-growing mycobacteria;Isolat
Isoniazid 0.2 ug/mL [Susceptibility] by Method for Slow-growing mycobacteria;"25218-9";Hasil;OrdQn;OrdQn;;Method for Slow-growing mycobacteria;Isolat
Isoniazid 1 ug/mL [Susceptibility] by Method for Slow-growing mycobacteria;"25219-7";Hasil;OrdQn;OrdQn;;Method for Slow-growing mycobacteria;Isolat
Dengue virus IgM Ab [Presence] in Serum;"25338-5";Permintaan & Hasil;Ordinal;Ord;;;Serum
Dengue virus IgM Ab [Presence] in Serum;"25338-5";Permintaan & Hasil;Ordinal;Ord;;;Serum
Choriogonadotropin [Units/volume] in Urine;"25372-4";Permintaan & Hasil;Quantitative;Qn;[IU]/L;;Urine
Choriogonadotropin [Units/volume] in Urine;"25372-4";Permintaan & Hasil;Quantitative;Qn;[IU]/L;;Urine
Cytokeratin 19 [Mass/volume] in Serum or Plasma;"25390-6";Permintaan & Hasil;Quantitative;Qn;;;Serum
Cytokeratin 19 [Mass/volume] in Serum or Plasma;"25390-6";Permintaan & Hasil;Quantitative;Qn;;;Serum
Cytokeratin 19 [Mass/volume] in Serum or Plasma;"25390-6";Permintaan & Hasil;Quantitative;Qn;;;Serum
Endomysium Ab [Titer] in Serum by Immunofluorescence;"25399-7";Permintaan & Hasil;Quantitative;Qn;{titer};IF;Serum
Mumps virus IgG Ab [Units/volume] in Serum by Immunoassay;"25418-5";Permintaan & Hasil;Quantitative;Qn;{index_val};IA;Serum
Mumps virus IgM Ab [Units/volume] in Serum by Immunoassay;"25419-3";Permintaan & Hasil;Quantitative;Qn;[arb'U]/mL;IA;Serum
Measles virus IgM Ab [Units/volume] in Serum by Immunoassay;"25421-9";Permintaan & Hasil;Quantitative;Qn;[arb'U]/mL;IA;Serum
Glucose [Presence] in Urine by Test strip;"25428-4";Permintaan & Hasil;Ordinal;Ord;;Test strip;Urine
Toxoplasma gondii IgM Ab [Presence] in Serum;"25542-2";Permintaan & Hasil;Ordinal;Ord;;;Serum
Lipase [Enzymatic activity/time] in 24 hour Urine;"25543-0";Permintaan & Hasil;Quantitative;Qn;U/(24.h);;Urine 24 jam
Magnesium Ionized [Moles/volume] in Serum or Plasma;"255792";Permintaan & Hasil;Quantitative;Qn;mmol/L;;Serum/Plasma 
Magnesium [Moles/volume] in Serum or Plasma;"256096";Permintaan & Hasil;Quantitative;Qn;mmol/L;;Ser/Plas
Glucose [Mass/volume] in Urine --2 hours post dose glucose;"25667-7";Permintaan & Hasil;Quantitative;Qn;mg/dL;;Urine
Glucose [Mass/volume] in Urine --2 hours post dose glucose;"25667-7";Permintaan & Hasil;Quantitative;Qn;mg/dL;;Urine
Glucose [Mass/volume] in Urine --2 hours post dose glucose;"25667-7";Permintaan & Hasil;Quantitative;Qn;mg/dL;;Urine
Glucose [Mass/volume] in Urine --2 hours post dose glucose;"25667-7";Permintaan & Hasil;Quantitative;Qn;mg/dL;;Urine
Glucose [Moles/volume] in Serum or Plasma --pre 50 g glucose PO;"25680-0";Hasil;Quantitative;Qn;mmol/L;;Serum
Immunofixation for Serum or Plasma;"25700-6";Hasil;Nominal;Nom;;Immunofixation;Serum
Triglyceride [Mass/volume] in Serum or Plasma;"2571-8";Permintaan & Hasil;Quantitative;Qn;mg/dL;;Serum
Triglyceride [Mass/volume] in Serum or Plasma;"2571-8";Permintaan & Hasil;Quantitative;Qn;mg/dL;;Serum
Streptolysin O Ab [Units/volume] in Serum by Latex agglutination;"25788-1";Permintaan & Hasil;Quantitative;Qn;[IU]/mL;LA;Serum
HIV 2 proviral DNA [Presence] in Blood by NAA with probe detection;"25841-8";Permintaan & Hasil;Ordinal;Ord;;Probe.amp.tar;Darah
Treponema pallidum Ab [Titer] in Serum by Hemagglutination;"26009-1";Permintaan & Hasil;Quantitative;Qn;{titer};HA;Serum
Meat fibers [Presence] in Stool by Light microscopy;"2605-4";Permintaan & Hasil;Ordinal;Ord;;Microscopy.light;Feses
Meat fibers [Presence] in Stool by Light microscopy;"2605-4";Permintaan & Hasil;Ordinal;Ord;;Microscopy.light;Feses
Mitochondria M2 Ab [Presence] in Serum;"26054-7";Permintaan & Hasil;Ordinal;Ord;;;Serum
Methemoglobin/Hemoglobin.total in Arterial blood;"261209";Hasil ;Quantitative;Qn;%;;Darah arteri 
Myoglobin [Mass/volume] in Serum or Plasma;"2639-3";Permintaan & Hasil;Quantitative;Qn;ng/mL;;Serum
Myoglobin [Presence] in Urine;"2640-1";Permintaan & Hasil;Ordinal;Ord;;;Urine
Basophils [#/volume] in Blood;"26444-0";Hasil ;Quantitative;Qn;"10*3/uL";;Darah
Blasts/100 leukocytes in Blood;"26446-5";Hasil;Quantitative;Qn;%;;Darah
Eosinophils [#/volume] in Blood;"26449-9";Permintaan & Hasil;Quantitative;Qn;"10*3/uL";;Darah
Eosinophils/100 leukocytes in Blood;"26450-7";Hasil;Quantitative;Qn;%;;Darah
Erythrocytes [#/volume] in Blood;"26453-1";Hasil;Quantitative;Qn;"10*6/uL";;Darah
Erythrocytes [#/volume] in Cerebral spinal fluid;"26454-9";Hasil ;Quantitative;Qn;"10*3/uL";;Cairan otak 
Erythrocytes [#/volume] in Synovial fluid;"26458-0";Permintaan & Hasil;Quantitative;Qn;"10*3/uL";;Cairan sendi 
Large unstained cells [#/volume] in Blood;"26462-2";Hasil;Quantitative;Qn;"10*3/uL";;Darah
Large unstained cells/100 leukocytes in Blood;"26463-0";Hasil;Quantitative;Qn;%;;Darah
Leukocytes [#/volume] in Blood;"26464-8";Permintaan & Hasil;Quantitative;Qn;"10*3/uL";;Darah
Leukocytes [#/volume] in Body fluid;"26466-3";Hasil;Quantitative;Qn;"10*3/uL";;Cairan tubuh
Leukocytes [#/volume] in Pleural fluid;"26467-1";Hasil;Quantitative;Qn;"10*3/uL";;Cairan pleura
Leukocytes [#/volume] in Peritoneal fluid;"26468-9";Hasil;Quantitative;Qn;"10*3/uL";;Cairan peritoneal
Leukocytes [#/volume] in Synovial fluid;"26469-7";Hasil;Quantitative;Qn;"10*3/uL";;Cairan sendi
Lymphocytes [#/volume] in Blood;"26474-7";Hasil ;Quantitative;Qn;"10*3/uL";;Darah
Lymphocytes/100 leukocytes in Blood;"26478-8";Hasil;Quantitative;Qn;%;;Darah
Monocytes [#/volume] in Blood;"26484-6";Hasil ;Quantitative;Qn;"10*3/uL";;Darah
Monocytes/100 leukocytes in Blood;"26485-3";Hasil;Quantitative;Qn;%;;Darah
Mononuclear cells [#/volume] in Cerebral spinal fluid;"26489-5";Hasil;Quantitative;Qn;"10*3/uL";;Cairan otak
Mononuclear cells [#/volume] in Body fluid;"26490-3";Hasil;Quantitative;Qn;"10*3/uL";;Cairan tubuh
Mononuclear cells [#/volume] in Body fluid;"26490-3";Hasil;Quantitative;Qn;"10*3/uL";;Cairan empedu
Mononuclear cells [#/volume] in Synovial fluid;"26491-1";Hasil;Quantitative;Qn;"10*3/uL";;Cairan sendi
Mononuclear cells/100 leukocytes in Cerebral spinal fluid;"26492-9";Hasil;Quantitative;Qn;%;;Cairan otak
Mononuclear cells/100 leukocytes in Body fluid;"26493-7";Hasil ;Quantitative;Qn;%;;Cairan tubuh 
Mononuclear cells/100 leukocytes in Peritoneal fluid;"26495-2";Hasil;Quantitative;Qn;%;;Cairan peritoneal
Myelocytes/100 leukocytes in Blood;"26498-6";Hasil;Quantitative;Qn;%;;Darah
Neutrophils [#/volume] in Blood;"26499-4";Hasil ;Quantitative;Qn;"10*3/uL";;Darah
Segmented neutrophils/100 leukocytes in Blood;"26505-8";Hasil;Quantitative;Qn;%;;Darah
Band form neutrophils/100 leukocytes in Blood;"26508-2";Hasil;Quantitative;Qn;%;;Darah
Neutrophils/100 leukocytes in Blood;"26511-6";Hasil;Quantitative;Qn;%;;Darah
Platelets [#/volume] in Blood;"26515-7";Permintaan & Hasil;Quantitative;Qn;"10*3/uL";;Darah
Polymorphonuclear cells/100 leukocytes in Cerebral spinal fluid;"26517-3";Hasil;Quantitative;Qn;%;;Cairan otak
Polymorphonuclear cells/100 leukocytes in Body fluid;"26518-1";Hasil ;Quantitative;Qn;%;;Cairan tubuh 
Polymorphonuclear cells/100 leukocytes in Peritoneal fluid;"26520-7";Hasil;Quantitative;Qn;%;;Cairan peritoneal
Promyelocytes/100 leukocytes in Blood;"26524-9";Hasil;Quantitative;Qn;%;;Darah
CD16 cells [#/volume] in Blood;"26571-0";Hasil;Quantitative;Qn;/uL;;Darah
Nitrite [Mass/volume] in Urine;"2657-5";Hasil;Quantitative;Qn;mg/mL;;Urine
Nitrogen [Mass/time] in 24 hour Urine;"2660-9";Permintaan & Hasil;Quantitative;Qn;g/(24.h);;Urine 24 jam
Entamoeba sp Ab [Presence] in Serum;"26655-1";Permintaan & Hasil;Ordinal;Ord;;;Serum
Chlamydia trachomatis IgG Ab [Units/volume] in Serum by Immunoassay;"26715-3";Permintaan & Hasil;Quantitative;Qn;[arb'U]/mL;IA;Serum
Chlamydia trachomatis IgG Ab [Units/volume] in Serum by Immunoassay;"26715-3";Permintaan & Hasil;Quantitative;Qn;[arb'U]/mL;IA;Serum
Gentamicin [Susceptibility] by Minimum inhibitory concentration (MIC);"267-5";Hasil;OrdQn;OrdQn;ug/mL;MIC;Isolat
Cannabinoids [Presence] in Hair;"26764-1";Permintaan & Hasil;Ordinal ;Ord;;;Rambut 
Cannabinoids [Presence] in Hair;"26764-1";Permintaan & Hasil;Ordinal ;Ord;;;Rambut 
Gentamicin [Susceptibility] by Disk diffusion (KB);"268-3";Hasil;OrdQn;OrdQn;mm;Agar diffusion;Isolat
Smith extractable nuclear Ab+Ribonucleoprotein extractable nuclear Ab [Presence] in Serum by Immunoassay;"26880-5";Permintaan & Hasil;Ordinal;Ord;;IA;Serum
Interleukin 6 [Mass/volume] in Serum or Plasma;"26881-3";Permintaan & Hasil;Quantitative;Qn;pg/mL;;Serum
Interleukin 6 [Mass/volume] in Serum or Plasma;"26881-3";Permintaan & Hasil;Quantitative;Qn;pg/mL;;Serum
Osmolality of Serum or Plasma;"2692-2";Permintaan & Hasil;Quantitative;Qn;mosm/kg;;Serum
Osmolality of Urine;"2695-5";Permintaan & Hasil;Quantitative;Qn;mosm/kg;;Urine
Osmolality of Urine;"2695-5";Permintaan & Hasil;Quantitative;Qn;mosm/kg;;Urine
Osteocalcin [Mass/volume] in Serum or Plasma;"2697-1";Permintaan & Hasil;Quantitative;Qn;ug/L;;Serum
Osteocalcin [Mass/volume] in Serum or Plasma;"2697-1";Permintaan & Hasil;Quantitative;Qn;ug/L;;Serum
Smooth muscle Ab [Presence] in Serum by Immunofluorescence;"26971-2";Permintaan & Hasil;Ordinal;Ord;;IF;Serum
CD14 cells [#/volume] in Blood;"27011-6";Hasil;Quantitative;Qn;/uL;;Darah
Oxygen [Partial pressure] in Arterial blood;"2703-7";Permintaan & Hasil;Quantitative;Qn;mm[Hg];;Darah arteri
Oxygen [Partial pressure] in Arterial blood;"2703-7";Permintaan & Hasil;Quantitative;Qn;mm[Hg];;Darah arteri
CD45 (Lymphs) cells [#/volume] in Blood;"27071-0";Hasil;Quantitative;Qn;/uL;;Darah
CD45 (Lymphs) cells [#/volume] in Blood;"27071-0";Hasil;Quantitative;Qn;/uL;;Darah
Oxygen saturation in Arterial blood;"2708-6";Permintaan & Hasil;Quantitative;Qn;%;;Darah arteri
Oxygen saturation in Arterial blood;"2708-6";Permintaan & Hasil;Quantitative;Qn;%;;Darah arteri
Oxygen saturation in Venous blood;"2711-0";Permintaan & Hasil;Quantitative;Qn;%;;Darah vena 
Microscopic observation [Identifier] in Body fluid by Gram stain;"27112-2";Permintaan & Hasil;Nominal;Nom;;Gram stain;Cairan tubuh
Leukocyte esterase [Units/volume] in Urine;"27297-1";Permintaan & Hasil;Quantitative;Qn;;;Urine
Leukocyte esterase [Units/volume] in Urine;"27297-1";Permintaan & Hasil;Quantitative;Qn;;;Urine
Parathyrin.intact [Mass/volume] in Serum or Plasma;"2731-8";Permintaan & Hasil;Quantitative;Qn;pg/mL;;Serum
Parathyrin.intact [Mass/volume] in Serum or Plasma;"2731-8";Permintaan & Hasil;Quantitative;Qn;pg/mL;;Serum
Parathyrin.intact [Mass/volume] in Serum or Plasma;"2731-8";Permintaan & Hasil;Quantitative;Qn;pg/mL;;Serum
Parathyrin.intact [Mass/volume] in Serum or Plasma;"2731-8";Permintaan & Hasil;Quantitative;Qn;pg/mL;;Serum
Parathyrin.intact [Mass/volume] in Serum or Plasma;"2731-8";Permintaan & Hasil;Quantitative;Qn;pg/mL;;Serum
Glucose mean value [Mass/volume] in Blood Estimated from glycated hemoglobin;"27353-2";Hasil;Quantitative;Qn;mg/dL;Estimated from glycated hemoglobin;Darah
Pepsinogen I [Mass/volume] in Serum or Plasma;"2736-7";Permintaan & Hasil;Quantitative;Qn;ng/mL;;Serum
Pepsinogen II [Mass/volume] in Serum or Plasma;"2738-3";Permintaan & Hasil;Quantitative;Qn;ng/mL;;Serum
Fungus identified in Stool by Culture;"27414-2";Permintaan & Hasil;Nominal;Nom;;Culture;Feses
