No,Permintaan/Hasil,Tipe hasil pemeriksaan,LOINC Code,Nama Pemeriksaan,Answer List ,Code,Code System ,Keterangan 
777,Permintaan & Hasil,Ordinal,21503-8,IgG Anti Measles,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
,,,,,Reactive,LA15255-5,http://loinc.org,
,,,,,Nonreactive,LA15256-3,http://loinc.org,
778,Permintaan & Hasil,Ordinal,35276-5,IgG Anti Measles,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
,,,,,Reactive,LA15255-5,http://loinc.org,
,,,,,Nonreactive,LA15256-3,http://loinc.org,
779,Permintaan & Hasil,Quantitative,7963-2,IgG Anti Measles,,,,
780,Permintaan & Hasil,Quantitative,25421-9,IgG Anti Measles,,,,
781,Permintaan & Hasil,Quantitative,X099146,IgM Anti PGL-1,,,,
782,Permintaan & Hasil,Quantitative,X099147,IgG Anti PGL-1,,,,
783,Permintaan & Hasil,Ordinal,22415-4,IgG Anti Mumps,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
,,,,,Reactive,LA15255-5,http://loinc.org,
,,,,,Nonreactive,LA15256-3,http://loinc.org,
784,Permintaan & Hasil,Ordinal,6476-6,IgG Anti Mumps,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
,,,,,Reactive,LA15255-5,http://loinc.org,
,,,,,Nonreactive,LA15256-3,http://loinc.org,
785,Permintaan & Hasil,Quantitative,7966-5,IgG Anti Mumps,,,,
786,Permintaan & Hasil,Quantitative,25418-5,IgG Anti Mumps,,,,
787,Permintaan & Hasil,Ordinal,22418-8,IgG Anti Mumps,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
,,,,,Reactive,LA15255-5,http://loinc.org,
,,,,,Nonreactive,LA15256-3,http://loinc.org,
788,Permintaan & Hasil,Ordinal,6478-2,IgG Anti Mumps,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
,,,,,Reactive,LA15255-5,http://loinc.org,
,,,,,Nonreactive,LA15256-3,http://loinc.org,
789,Permintaan & Hasil,Quantitative,7967-3,IgG Anti Mumps,,,,
790,Permintaan & Hasil,Quantitative,25419-3,IgG Anti Mumps,,,,
791,Permintaan & Hasil,Ordinal,19162-7,IgG Anti Varicella,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
,,,,,Reactive,LA15255-5,http://loinc.org,
,,,,,Nonreactive,LA15256-3,http://loinc.org,
792,Permintaan & Hasil,Ordinal,15410-4,IgG Anti Varicella,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
,,,,,Reactive,LA15255-5,http://loinc.org,
,,,,,Nonreactive,LA15256-3,http://loinc.org,
793,Permintaan & Hasil,Quantitative,8047-3,IgG Anti Varicella,,,,
794,Permintaan & Hasil,Quantitative,5403-1,IgG Anti Varicella,,,,
795,Permintaan & Hasil,Ordinal,21597-0,IgM Anti Varicella,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
,,,,,Reactive,LA15255-5,http://loinc.org,
,,,,,Nonreactive,LA15256-3,http://loinc.org,
796,Permintaan & Hasil,Ordinal,29662-4,IgM Anti Varicella,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
,,,,,Reactive,LA15255-5,http://loinc.org,
,,,,,Nonreactive,LA15256-3,http://loinc.org,
797,Permintaan & Hasil,Quantitative,8048-1,IgM Anti Varicella,,,,
798,Permintaan & Hasil,Quantitative,5404-9,IgM Anti Varicella,,,,
799,Permintaan & Hasil,Ordinal,57901-1,Clostridium difficile GDH,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
,,,,,Detected,LA11882-0,http://loinc.org,
,,,,,Not detected,LA11883-8,http://loinc.org,
800,Permintaan & Hasil,Ordinal,83087-7,Clostridium difficile GDH,Detected,LA11882-0,http://loinc.org,
,,,,,Not detected,LA11883-8,http://loinc.org,
,,,,,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
801,Permintaan & Hasil,Quantitative,X099148,Clostridium difficile GDH,,,,
802,Permintaan & Hasil,Ordinal,34713-8,Clostridium difficile Toxin A/B,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
803,Permintaan & Hasil,Ordinal,34468-9,Clostridium difficile Toxin A/B,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
804,Permintaan & Hasil,Quantitative,6363-6,Clostridium difficile Toxin A/B,,,,
805,Permintaan & Hasil,Ordinal,94547-7,Anti SARS CoV-2,Detected,LA6576-8,http://loinc.org,
,,,,,Not detected,LA6577-6,http://loinc.org,
,,,,,Equivocal,LA11885-3,http://loinc.org,
,,,,,Invalid,LA15841-2,http://loinc.org,
,,,,,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
,,,,,Reactive,LA15255-5,http://loinc.org,
,,,,,Nonreactive,LA15256-3,http://loinc.org,
806,Permintaan & Hasil,Quantitative,94769-7,Anti SARS CoV-2,,,,
807,Permintaan & Hasil,Quantitative,94769-7,Anti SARS CoV-2,,,,
808,Permintaan & Hasil,Quantitative,94769-7,Anti SARS CoV-2,,,,
809,Permintaan & Hasil,Quantitative,94769-7,Anti SARS CoV-2,,,,
810,Permintaan & Hasil,Ordinal,95542-7,Anti SARS CoV-2 (POCT),Detected,LA11882-0,http://loinc.org,
,,,,,Not detected,LA11883-8,http://loinc.org,
,,,,,Equivocal,LA11885-3,http://loinc.org,
,,,,,Invalid,LA15841-2,http://loinc.org,
,,,,,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
,,,,,Reactive,LA15255-5,http://loinc.org,
,,,,,Nonreactive,LA15256-3,http://loinc.org,
811,Hasil,Quantitative,98734-7,Anti SARS CoV-2 S-RBD kuantitatif,,,,
812,Hasil,Quantitative,98734-7,Anti SARS CoV-2 S-RBD kuantitatif,,,,
813,Permintaan & Hasil,Quantitative,98732-1,Anti SARS CoV-2 S-RBD titer,,,,
814,Permintaan & Hasil,Quantitative,98732-1,Anti SARS CoV-2 S-RBD titer,,,,
815,Permintaan & Hasil,Ordinal,94563-4,IgG Anti SARS CoV-2,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
,,,,,Reactive,LA15255-5,http://loinc.org,
,,,,,Nonreactive,LA15256-3,http://loinc.org,
816,Permintaan & Hasil,Ordinal,94507-1,IgG Anti SARS CoV-2,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
,,,,,Reactive,LA15255-5,http://loinc.org,
,,,,,Nonreactive,LA15256-3,http://loinc.org,
817,Permintaan & Hasil,Quantitative,94505-5,IgG Anti SARS CoV-2,,,,
818,Permintaan & Hasil,Quantitative,94505-5,IgG Anti SARS CoV-2,,,,
819,Permintaan & Hasil,Quantitative,94505-5,IgG Anti SARS CoV-2,,,,
820,Permintaan & Hasil,Quantitative,94505-5,IgG Anti SARS CoV-2,,,,
821,Permintaan & Hasil,Quantitative,94505-5,IgG Anti SARS CoV-2,,,,
822,Permintaan & Hasil,Ordinal,94564-2,IgM Anti SARS CoV-2,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
,,,,,Reactive,LA15255-5,http://loinc.org,
,,,,,Nonreactive,LA15256-3,http://loinc.org,
823,Permintaan & Hasil,Ordinal,94508-9,IgM Anti SARS CoV-2,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
,,,,,Reactive,LA15255-5,http://loinc.org,
,,,,,Nonreactive,LA15256-3,http://loinc.org,
824,Permintaan & Hasil,Quantitative,94506-3,IgM Anti SARS CoV-2,,,,
825,Permintaan & Hasil,Quantitative,94506-3,IgM Anti SARS CoV-2,,,,
826,Permintaan & Hasil,Quantitative,94506-3,IgM Anti SARS CoV-2,,,,
827,Permintaan & Hasil,Quantitative,94506-3,IgM Anti SARS CoV-2,,,,
828,Permintaan & Hasil,Quantitative,94506-3,IgM Anti SARS CoV-2,,,,
829,Permintaan & Hasil,Ordinal,97097-0,Antigen SARS-CoV-2,Detected,LA11882-0,http://loinc.org,
,,,,,Not detected,LA11883-8,http://loinc.org,
,,,,,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
830,Permintaan & Hasil,Quantitative,2465-3,IgG,,,,
831,Permintaan & Hasil,Quantitative,2465-3,IgG,,,,
832,Permintaan & Hasil,Quantitative,2465-3,IgG,,,,
833,Permintaan & Hasil,Quantitative,2472-9,IgM,,,,
834,Permintaan & Hasil,Quantitative,2472-9,IgM,,,,
835,Permintaan & Hasil,Quantitative,2472-9,IgM,,,,
836,Permintaan & Hasil,Quantitative,2458-8,IgA,,,,
837,Permintaan & Hasil,Quantitative,2458-8,IgA,,,,
838,Permintaan & Hasil,Quantitative,2458-8,IgA,,,,
839,Permintaan & Hasil,Quantitative,11573-3,Rose Wealer,,,,
840,Permintaan & Hasil,Quantitative,9338-5,Rose Wealer,,,,
841,Permintaan & Hasil,Ordinal,22239-8,Anti CMV IgG - IgM,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
,,,,,Reactive,LA15255-5,http://loinc.org,
,,,,,Nonreactive,LA15256-3,http://loinc.org,
842,Permintaan & Hasil,Ordinal,22244-8,IgG Anti CMV,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
,,,,,Reactive,LA15255-5,http://loinc.org,
,,,,,Nonreactive,LA15256-3,http://loinc.org,
843,Permintaan & Hasil,Quantitative,7852-7,IgG Anti CMV,,,,
844,Permintaan & Hasil,Quantitative,5124-3,IgG Anti CMV,,,,
845,Permintaan & Hasil,Quantitative,5124-3,IgG Anti CMV,,,,
846,Permintaan & Hasil,Quantitative,5124-3,IgG Anti CMV,,,,
847,Permintaan & Hasil,Quantitative,52984-2,Aviditas IgG Anti CMV,,,,
848,Permintaan & Hasil,Ordinal,78445-4,Aviditas IgG Anti CMV,High avidity,LA22673-0,http://loinc.org,
,,,,,Gray-zone,LA22672-2,http://loinc.org,
,,,,,Low avidity,LA22671-4,http://loinc.org,
,,,,,Reactive,LA15255-5,http://loinc.org,
,,,,,Nonreactive,LA15256-3,http://loinc.org,
849,Permintaan & Hasil,Ordinal,30325-5,IgM Anti CMV,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
,,,,,Reactive,LA15255-5,http://loinc.org,
,,,,,Nonreactive,LA15256-3,http://loinc.org,
850,Permintaan & Hasil,Quantitative,5126-8,IgM Anti CMV,,,,
851,Permintaan & Hasil,Quantitative,5126-8,IgM Anti CMV,,,,
852,Permintaan & Hasil,Quantitative,5126-8,IgM Anti CMV,,,,
853,Permintaan & Hasil,Quantitative,78001-5,Antigenemia CMV darah,,,,
854,Permintaan & Hasil,Quantitative,78001-5,Antigenemia CMV darah,,,,
855,Permintaan & Hasil,Quantitative,X099149,Antigenemia CMV urine,,,,
856,Permintaan & Hasil,Quantitative,5206-8,IgG Anti HSV 1,,,,
857,Permintaan & Hasil,Quantitative,5206-8,IgG Anti HSV 1,,,,
858,Permintaan & Hasil,Quantitative,5206-8,IgG Anti HSV 1,,,,
859,Permintaan & Hasil,Ordinal,51916-5,IgG Anti HSV 1,Indeterminate,LA11884-6,http://loinc.org,
,,,,,Reactive,LA15255-5,http://loinc.org,
,,,,,Nonreactive,LA15256-3,http://loinc.org,
,,,,,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
860,Permintaan & Hasil,Ordinal,32687-6,IgM Anti HSV 1,Reactive,LA15255-5,http://loinc.org,
,,,,,Nonreactive,LA15256-3,http://loinc.org,
,,,,,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
861,Permintaan & Hasil,Ordinal,32687-6,IgM Anti HSV 1,Reactive,LA15255-5,http://loinc.org,
,,,,,Nonreactive,LA15256-3,http://loinc.org,
,,,,,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
862,Permintaan & Hasil,Quantitative,5207-6,IgM Anti HSV 1,,,,
863,Permintaan & Hasil,Quantitative,5207-6,IgM Anti HSV 1,,,,
864,Permintaan & Hasil,Ordinal,17851-7,IgG Anti HSV 2,Indeterminate,LA11884-6,http://loinc.org,
,,,,,Reactive,LA15255-5,http://loinc.org,
,,,,,Nonreactive,LA15256-3,http://loinc.org,
,,,,,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
865,Permintaan & Hasil,Ordinal,43180-9,IgG Anti HSV 2,Indeterminate,LA11884-6,http://loinc.org,
,,,,,Reactive,LA15255-5,http://loinc.org,
,,,,,Nonreactive,LA15256-3,http://loinc.org,
,,,,,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
866,Permintaan & Hasil,Quantitative,5209-2,IgG Anti HSV 2,,,,
867,Permintaan & Hasil,Quantitative,5209-2,IgG Anti HSV 2,,,,
868,Permintaan & Hasil,Quantitative,5209-2,IgG Anti HSV 2,,,,
869,Permintaan & Hasil,Ordinal,32688-4,IgM Anti HSV 2,Reactive,LA15255-5,http://loinc.org,
,,,,,Nonreactive,LA15256-3,http://loinc.org,
,,,,,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
870,Permintaan & Hasil,Ordinal,44494-3,IgM Anti HSV 2,Reactive,LA15255-5,http://loinc.org,
,,,,,Nonreactive,LA15256-3,http://loinc.org,
,,,,,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
871,Permintaan & Hasil,Quantitative,5210-0,IgM Anti HSV 2,,,,
872,Permintaan & Hasil,Quantitative,5210-0,IgM Anti HSV 2,,,,
873,Permintaan & Hasil,Quantitative,8014-3,IgG Anti Rubella,,,,
874,Permintaan & Hasil,Quantitative,5334-8,IgG Anti Rubella,,,,
875,Permintaan & Hasil,Quantitative,5334-8,IgG Anti Rubella,,,,
876,Permintaan & Hasil,Quantitative,5334-8,IgG Anti Rubella,,,,
877,Permintaan & Hasil,Ordinal,31616-6,IgM Anti Rubella,Reactive,LA15255-5,http://loinc.org,
,,,,,Nonreactive,LA15256-3,http://loinc.org,
,,,,,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
878,Permintaan & Hasil,Quantitative,5335-5,IgM Anti Rubella,,,,
879,Permintaan & Hasil,Quantitative,5335-5,IgM Anti Rubella,,,,
880,Permintaan & Hasil,Quantitative,5335-5,IgM Anti Rubella,,,,
881,Permintaan & Hasil,Quantitative,8039-0,IgG Anti Toksoplasma,,,,
882,Permintaan & Hasil,Quantitative,5388-4,IgG Anti Toksoplasma,,,,
883,Permintaan & Hasil,Quantitative,5388-4,IgG Anti Toksoplasma,,,,
884,Permintaan & Hasil,Quantitative,5388-4,IgG Anti Toksoplasma,,,,
885,Permintaan & Hasil,Quantitative,56990-5,Aviditas IgG Anti Toxoplasma,,,,
886,Permintaan & Hasil,Quantitative,56990-5,Aviditas IgG Anti Toxoplasma,,,,
887,Permintaan & Hasil,Ordinal,56991-3,Aviditas IgG Anti Toxoplasma,High avidity,LA22673-0,http://loinc.org,
,,,,,Gray-zone,LA22672-2,http://loinc.org,
,,,,,Low avidity,LA22671-4,http://loinc.org,
,,,,,Reactive,LA15255-5,http://loinc.org,
,,,,,Nonreactive,LA15256-3,http://loinc.org,
888,Permintaan & Hasil,Ordinal,25542-2,IgM Anti Toksoplasma,Reactive,LA15255-5,http://loinc.org,
,,,,,Nonreactive,LA15256-3,http://loinc.org,
,,,,,Indeterminate,LA11884-6,http://loinc.org,
,,,,,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
889,Permintaan & Hasil,Ordinal,40678-5,IgM Anti Toksoplasma,Reactive,LA15255-5,http://loinc.org,
,,,,,Nonreactive,LA15256-3,http://loinc.org,
,,,,,Indeterminate,LA11884-6,http://loinc.org,
,,,,,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
890,Permintaan & Hasil,Ordinal,33336-9,IgM Anti Toksoplasma,Reactive,LA15255-5,http://loinc.org,
,,,,,Nonreactive,LA15256-3,http://loinc.org,
,,,,,Indeterminate,LA11884-6,http://loinc.org,
,,,,,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
891,Permintaan & Hasil,Quantitative,8040-8,IgM Anti Toksoplasma,,,,
892,Permintaan & Hasil,Quantitative,5390-0,IgM Anti Toksoplasma,,,,
893,Permintaan & Hasil,Quantitative,5390-0,IgM Anti Toksoplasma,,,,
894,Permintaan & Hasil,Quantitative,5390-0,IgM Anti Toksoplasma,,,,
895,Permintaan & Hasil,Ordinal,8041-6,TPHA,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
,,,,,Reactive,LA15255-5,http://loinc.org,
,,,,,Nonreactive,LA15256-3,http://loinc.org,
896,Permintaan & Hasil,Quantitative,26009-1,TPHA,,,,
897,Hasil,Quantitative,23537-4,Tes Manthoux,,,,
898,Hasil,Quantitative,23539-0,Tes Manthoux,,,,
899,Permintaan,,X099150,Analisis cairan otak,,,,
900,Hasil,Nominal,10335-8,Warna cairan otak,Colorless,LA19059-7,http://loinc.org,
,,,,,Red,LA17193-6,http://loinc.org,
,,,,,Yellow,LA17195-1,http://loinc.org,
,,,,,Pink,LA17192-8,http://loinc.org,
,,,,,Other ,LA46-8,http://loinc.org,
901,Permintaan & Hasil,Nominal,49736-2,Kejernihan cairan otak,Clear,LA19732-9,http://loinc.org,
,,,,,Cloudy,LA19733-7,http://loinc.org,
902,Hasil,Ordinal,96710-9,Bekuan cairan otak,Present,LA9633-4,http://loinc.org,
,,,,,Absent,LA9634-2,http://loinc.org,
,,,,,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
903,Permintaan & Hasil,Ordinal,2879-5,Pandy's test cairan otak,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
904,Permintaan & Hasil,Ordinal,2879-5,Nonne's test cairan otak,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
905,Permintaan & Hasil,Quantitative,58469-8,Hitung sel cairan otak,,,,
906,Permintaan,,29584-0,Hitung jenis cairan otak,,,,
907,Hasil,Quantitative,35001-7,Polimorfonuklear (PMN) cairan otak,,,,
908,Hasil,Quantitative,26517-3,Polimorfonuklear (PMN) cairan otak,,,,
909,Hasil,Quantitative,12244-0,Polimorfonuklear (PMN) cairan otak,,,,
910,Hasil,Quantitative,26489-5,Mononuklear (MN) cairan otak,,,,
911,Hasil,Quantitative,21396-7,Mononuklear (MN) cairan otak,,,,
912,Hasil,Quantitative,26492-9,Mononuklear (MN) cairan otak,,,,
913,Hasil,Quantitative,12236-6,Mononuklear (MN) cairan otak,,,,
914,Permintaan & Hasil,Nominal,638-7,Pewarnaan tinta india cairan otak,Ditemukan cryptococcus,X099412,https://terminology.kemkes.go.id/CodeSystem/clinical-term,
,,,,,Tidak ditemukan cryptococcus,X099413,https://terminology.kemkes.go.id/CodeSystem/clinical-term,
915,Permintaan,,X099151,Analisis kimia cairan otak,,,,
916,Permintaan & Hasil,Quantitative,2880-3,Protein cairan otak,,,,
917,Permintaan & Hasil,Quantitative,2342-4,Glukosa cairan otak,,,,
918,Permintaan & Hasil,Quantitative,2345-7,Glukosa serum,,,,
919,Permintaan & Hasil,Quantitative,2070-1,Klorida cairan otak,,,,
920,Permintaan,Narrative,X099152,Leukemia phenotyping cairan otak,,,,
921,Hasil,Narrative,49492-2,Leukemia phenotyping cairan otak,,,,
922,Permintaan & Hasil,Quantitative,60024-7,Laktat Dehidrogenase (LDH) cairan otak,,,,
923,Permintaan & Hasil,Quantitative,60023-9,Laktat Dehidrogenase (LDH) cairan otak,,,,
924,Hasil,Narrative,48767-8,Kesan cairan otak,,,,
925,Hasil,Nominal,14660-5,Warna cairan peritoneal,Yellow,LA17195-1,http://loinc.org,
,,,,,Black,LA4267-6,http://loinc.org,
,,,,,Red,LA17193-6,http://loinc.org,
,,,,,Brown,LA19058-9,http://loinc.org,
,,,,,Other ,LA46-8,http://loinc.org,
926,Hasil,Nominal,14621-7,Kejernihan cairan peritoneal,Colorless,LA19059-7,http://loinc.org,
,,,,,Keruh ,,,
927,Hasil,Ordinal,96710-9,Bekuan cairan peritoneal,Present,LA9633-4,http://loinc.org,
,,,,,Absent,LA9634-2,http://loinc.org,
928,Hasil,Ordinal,98021-9,Rivalta cairan peritoneal,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
929,Hasil,Quantitative,26468-9,Jumlah leukosit cairan peritoneal,,,,
930,Hasil,Quantitative,809-4,Jumlah leukosit cairan peritoneal,,,,
931,Hasil,Quantitative,810-2,Jumlah leukosit cairan peritoneal,,,,
932,Hasil,Quantitative,32163-8,Hitung sel cairan peritoneal,,,,
933,Permintaan,,29581-6,Hitung jenis cairan peritoneal,,,,
934,Hasil,Quantitative,35005-8,Polimorfonuklear (PMN) cairan peritoneal,,,,
935,Hasil,Quantitative,70048-4,Polimorfonuklear (PMN) cairan peritoneal,,,,
936,Hasil,Quantitative,26520-7,Polimorfonuklear (PMN) cairan peritoneal,,,,
937,Hasil,Quantitative,70039-3,Polimorfonuklear (PMN) cairan peritoneal,,,,
938,Hasil,Quantitative,14375-0,Polimorfonuklear (PMN) cairan peritoneal,,,,
939,Hasil,Quantitative,35080-1,Mononuklear (MN) cairan peritoneal,,,,
940,Hasil,Quantitative,70047-6,Mononuklear (MN) cairan peritoneal,,,,
941,Hasil,Quantitative,26495-2,Mononuklear (MN) cairan peritoneal,,,,
942,Hasil,Quantitative,14381-8,Mononuklear (MN) cairan peritoneal,,,,
943,Hasil,Quantitative,70038-5,Mononuklear (MN) cairan peritoneal,,,,
944,Permintaan & Hasil,Quantitative,68387-0,Laktat dehidrogenase (LDH) cairan peritoneal,,,,
945,Permintaan & Hasil,Quantitative,60020-5,Laktat dehidrogenase (LDH) cairan peritoneal,,,,
946,Permintaan & Hasil,Quantitative,53934-6,Rasio Laktat Dehidrogenase (LDH) cairan peritoneal,,,,
947,Permintaan & Hasil,Quantitative,2883-7,Protein total cairan peritoneal,,,,
948,Permintaan & Hasil,Quantitative,2885-2,Protein total serum,,,,
949,Permintaan & Hasil,Quantitative,70267-0,Rasio protein cairan peritoneal,,,,
950,Permintaan & Hasil,Quantitative,1749-1,Albumin cairan peritoneal,,,,
951,Permintaan & Hasil,Quantitative,1751-7,Albumin serum,,,,
952,Permintaan & Hasil,Quantitative,63549-0,Gradien albumin cairan peritoneal,,,,
953,Permintaan & Hasil,Quantitative,2347-3,Glukosa cairan peritoneal,,,,
954,Permintaan & Hasil,Quantitative,2345-7,Glukosa serum,,,,
955,Permintaan & Hasil,Quantitative,14348-7,Berat jenis cairan peritoneal,,,,
956,Hasil,Narrative,48767-8,Kesan cairan peritoneal,,,,
957,Permintaan,,X099153,Analisis cairan empedu,,,,
958,Hasil,Nominal,6824-7,Warna cairan empedu,Green ,LA15555-8,http://loinc.org,
,,,,,Black ,LA4267-6,http://loinc.org,
,,,,,Dark brown,LA15557-4,http://loinc.org,
,,,,,Other ,LA46-8,http://loinc.org,
959 ,Hasil,Nominal,94127-8,Kejernihan cairan empedu,Cloudy,LA19733-7,http://loinc.org,
,,,,,Clear,LA19732-9,http://loinc.org,
,,,,,Bloody,LA19736-0,http://loinc.org,
,,,,,Other ,LA46-8,http://loinc.org,
960 ,Hasil,Ordinal,96710-9,Bekuan cairan empedu,Present,LA9633-4,http://loinc.org,
,,,,,Absent,LA9634-2,http://loinc.org,
961,Permintaan & Hasil,Quantitative,2748-2,pH cairan empedu,,,,
962,Permintaan & Hasil,Quantitative,58469-8,Jumlah sel cairan empedu,,,,
963,Hasil,Quantitative,35002-5,Polimorfonuklear (PMN) cairan empedu,,,,
964,Hasil,Quantitative,71698-5,Polimorfonuklear (PMN) cairan empedu,,,,
965,Hasil,Quantitative,26490-3,Mononuklear (MN) cairan empedu,,,,
966,Hasil,Quantitative,21397-5,Mononuklear (MN) cairan empedu,,,,
967,Hasil,Quantitative,71689-4,Mononuklear (MN) cairan empedu,,,,
968,Hasil,Nominal,X099154,Sel lain cairan empedu,Other ,LA46-8,,Dilaporkan jenis sel yang ditemukan 
969,Permintaan & Hasil,Quantitative,1974-5,Bilirubin total cairan empedu,,,,
970,Permintaan & Hasil,Quantitative,1975-2,Bilirubin total serum,,,,
971,Permintaan & Hasil,Quantitative,X099155,Rasio bilirubin cairan empedu,,,,
972,Hasil,Narrative,48767-8,Kesan cairan empedu,,,,
973,Hasil,Narrative,X099111,Saran cairan empedu,,,,
974,Permintaan,,X099156,Analisis batu empedu,,,,
975,Hasil,Nominal,9796-4,Warna batu empedu,Yellow ,LA17195-1,http://loinc.org,
,,,,,Green ,LA15555-8,http://loinc.org,
,,,,,Brown ,LA19058-9,http://loinc.org,
,,,,,Black ,LA4267-6,http://loinc.org,
,,,,,Other,LA46-8,http://loinc.org,
976,Hasil,Nominal,9797-2,Konsistensi batu empedu,Berpasir ,X099414,https://terminology.kemkes.go.id/CodeSystem/clinical-term,
,,,,,Batu kecil-kecil ,X099415,https://terminology.kemkes.go.id/CodeSystem/clinical-term,
